,ID,Name,Age,Photo,Nationality,Flag,Potential,Club Logo,Value,Special,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Real Face,Jersey Number,Joined,Height,Weight,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,WorkFront,WorkBack
13299,241475,P. Soiri,23,https://cdn.sofifa.org/players/4/19/241475.png,Finland,https://cdn.sofifa.org/flags/17.png,68,https://cdn.sofifa.org/teams/2/light/111821.png,425000.0,1571,Right,1.0,3.0,2.0,No,13.0,"Aug 10, 2018",6.0,63.18,62.0,62.0,62.0,63.0,63.0,63.0,63.0,63.0,61.0,61.0,61.0,62.0,56.0,56.0,56.0,62.0,53.0,50.0,50.0,50.0,53.0,51.0,47.0,47.0,47.0,51.0,57.0,68.0,45.0,59.0,47.0,65.0,45.0,40.0,55.0,56.0,75.0,70.0,64.0,45.0,68.0,69.0,45.0,56.0,52.0,47.0,56.0,35.0,69.0,55.0,54.0,49.0,48.0,35.0,45.0,11.0,12.0,10.0,6.0,7.0,High, Medium
17874,237037,R. Sears,19,https://cdn.sofifa.org/players/4/19/237037.png,England,https://cdn.sofifa.org/flags/14.png,63,https://cdn.sofifa.org/teams/2/light/127.png,70000.0,1349,Right,1.0,3.0,2.0,No,27.0,"Dec 17, 2016",5.11,72.27,44.0,44.0,44.0,45.0,43.0,43.0,43.0,45.0,44.0,44.0,44.0,46.0,44.0,44.0,44.0,46.0,52.0,50.0,50.0,50.0,52.0,53.0,55.0,55.0,55.0,53.0,42.0,22.0,51.0,52.0,24.0,41.0,26.0,24.0,39.0,42.0,67.0,66.0,67.0,55.0,64.0,39.0,76.0,54.0,72.0,24.0,52.0,47.0,33.0,31.0,38.0,46.0,48.0,52.0,49.0,9.0,8.0,8.0,13.0,14.0,Medium, Medium
8437,202422,A. Woodyard,25,https://cdn.sofifa.org/players/4/19/202422.png,England,https://cdn.sofifa.org/flags/14.png,71,https://cdn.sofifa.org/teams/2/light/1938.png,825000.0,1736,Right,1.0,3.0,2.0,No,4.0,"May 30, 2018",5.9,58.18,54.0,54.0,54.0,60.0,57.0,57.0,57.0,60.0,61.0,61.0,61.0,63.0,65.0,65.0,65.0,63.0,68.0,68.0,68.0,68.0,68.0,67.0,64.0,64.0,64.0,67.0,58.0,37.0,48.0,71.0,45.0,58.0,54.0,42.0,66.0,61.0,71.0,65.0,86.0,68.0,78.0,50.0,66.0,88.0,65.0,45.0,65.0,67.0,41.0,58.0,51.0,72.0,52.0,66.0,64.0,8.0,8.0,8.0,13.0,13.0,Medium, High
10525,223378,A. Çeviker,28,https://cdn.sofifa.org/players/4/19/223378.png,Turkey,https://cdn.sofifa.org/flags/48.png,66,https://cdn.sofifa.org/teams/2/light/111340.png,500000.0,1662,Right,1.0,3.0,2.0,No,6.0,"Jul 24, 2015",5.10,70.0,56.0,56.0,56.0,58.0,58.0,58.0,58.0,58.0,60.0,60.0,60.0,60.0,63.0,63.0,63.0,60.0,64.0,66.0,66.0,66.0,64.0,64.0,65.0,65.0,65.0,64.0,54.0,40.0,56.0,67.0,37.0,60.0,38.0,42.0,61.0,62.0,52.0,56.0,61.0,63.0,67.0,60.0,72.0,74.0,65.0,39.0,59.0,63.0,56.0,58.0,45.0,53.0,69.0,63.0,62.0,12.0,15.0,15.0,13.0,6.0,Medium, High
1028,172143,L. Schøne,32,https://cdn.sofifa.org/players/4/19/172143.png,Denmark,https://cdn.sofifa.org/flags/13.png,77,https://cdn.sofifa.org/teams/2/light/245.png,6500000.0,2064,Right,2.0,3.0,3.0,No,19.0,"Jul 1, 2012",5.10,78.18,71.0,71.0,71.0,74.0,74.0,74.0,74.0,74.0,77.0,77.0,77.0,75.0,77.0,77.0,77.0,75.0,70.0,72.0,72.0,72.0,70.0,67.0,65.0,65.0,65.0,67.0,81.0,67.0,60.0,83.0,84.0,76.0,85.0,86.0,77.0,81.0,58.0,52.0,68.0,67.0,78.0,83.0,77.0,65.0,57.0,81.0,65.0,77.0,66.0,82.0,77.0,70.0,67.0,52.0,48.0,16.0,16.0,9.0,12.0,11.0,Medium, Medium
9663,200134,R. Benson,26,https://cdn.sofifa.org/players/4/19/200134.png,Republic of Ireland,https://cdn.sofifa.org/flags/25.png,69,https://cdn.sofifa.org/teams/2/light/837.png,775000.0,1831,Left,1.0,3.0,3.0,No,18.0,"Dec 8, 2015",5.9,77.27,66.0,66.0,66.0,68.0,67.0,67.0,67.0,68.0,68.0,68.0,68.0,68.0,66.0,66.0,66.0,68.0,62.0,62.0,62.0,62.0,62.0,61.0,58.0,58.0,58.0,61.0,57.0,62.0,58.0,68.0,64.0,66.0,58.0,58.0,65.0,65.0,75.0,77.0,87.0,55.0,71.0,66.0,54.0,79.0,74.0,66.0,48.0,51.0,67.0,68.0,58.0,63.0,56.0,55.0,45.0,8.0,13.0,15.0,15.0,7.0,Medium, Medium
18132,243070,Liu Yaoxin,20,https://cdn.sofifa.org/players/4/19/243070.png,China PR,https://cdn.sofifa.org/flags/155.png,57,https://cdn.sofifa.org/teams/2/light/111774.png,40000.0,1449,Right,1.0,2.0,2.0,No,14.0,"Jan 1, 2018",5.9,64.09,47.0,47.0,47.0,50.0,49.0,49.0,49.0,50.0,50.0,50.0,50.0,51.0,49.0,49.0,49.0,51.0,51.0,49.0,49.0,49.0,51.0,51.0,48.0,48.0,48.0,51.0,42.0,33.0,45.0,55.0,36.0,41.0,30.0,32.0,52.0,40.0,61.0,81.0,84.0,59.0,79.0,48.0,88.0,61.0,39.0,39.0,59.0,41.0,46.0,45.0,35.0,41.0,42.0,39.0,42.0,14.0,15.0,8.0,10.0,8.0,Medium, Medium
814,206511,M. Arnold,24,https://cdn.sofifa.org/players/4/19/206511.png,Germany,https://cdn.sofifa.org/flags/21.png,83,https://cdn.sofifa.org/teams/2/light/175.png,13500000.0,2078,Left,2.0,3.0,3.0,No,27.0,"Oct 10, 2011",6.0,74.09,76.0,76.0,76.0,77.0,78.0,78.0,78.0,77.0,78.0,78.0,78.0,77.0,79.0,79.0,79.0,77.0,75.0,76.0,76.0,76.0,75.0,73.0,71.0,71.0,71.0,73.0,70.0,77.0,54.0,79.0,85.0,78.0,77.0,75.0,78.0,79.0,66.0,64.0,71.0,78.0,67.0,87.0,52.0,77.0,67.0,87.0,66.0,75.0,75.0,74.0,57.0,76.0,75.0,71.0,66.0,11.0,9.0,11.0,10.0,10.0,High, Medium
8742,222969,J. Hergault,32,https://cdn.sofifa.org/players/4/19/222969.png,France,https://cdn.sofifa.org/flags/18.png,67,https://cdn.sofifa.org/teams/2/light/614.png,425000.0,1724,Right,1.0,4.0,3.0,No,15.0,"Jun 20, 2017",6.1,80.0,57.0,57.0,57.0,64.0,62.0,62.0,62.0,64.0,64.0,64.0,64.0,66.0,67.0,67.0,67.0,66.0,69.0,68.0,68.0,68.0,69.0,68.0,65.0,65.0,65.0,68.0,69.0,40.0,50.0,67.0,28.0,68.0,69.0,48.0,63.0,67.0,55.0,67.0,69.0,64.0,64.0,50.0,43.0,82.0,70.0,50.0,59.0,69.0,55.0,69.0,42.0,63.0,60.0,66.0,65.0,13.0,10.0,9.0,11.0,13.0,High, Medium
9358,231044,J. Aribo,21,https://cdn.sofifa.org/players/4/19/231044.png,England,https://cdn.sofifa.org/flags/14.png,77,https://cdn.sofifa.org/teams/2/light/89.png,1100000.0,1766,Left,1.0,3.0,3.0,No,17.0,"Sep 4, 2015",6.0,76.36,64.0,64.0,64.0,68.0,67.0,67.0,67.0,68.0,69.0,69.0,69.0,69.0,67.0,67.0,67.0,69.0,64.0,64.0,64.0,64.0,64.0,63.0,62.0,62.0,62.0,63.0,53.0,55.0,51.0,73.0,40.0,68.0,63.0,59.0,69.0,69.0,79.0,85.0,81.0,60.0,66.0,56.0,58.0,57.0,67.0,40.0,54.0,51.0,66.0,69.0,45.0,63.0,64.0,60.0,58.0,14.0,13.0,11.0,5.0,7.0,Medium, Medium
2752,225859,M. Niakhaté,22,https://cdn.sofifa.org/players/4/19/225859.png,France,https://cdn.sofifa.org/flags/18.png,80,https://cdn.sofifa.org/teams/2/light/169.png,4800000.0,1702,Left,1.0,3.0,2.0,No,19.0,"Jul 7, 2018",6.3,82.27,56.0,56.0,56.0,60.0,57.0,57.0,57.0,60.0,59.0,59.0,59.0,62.0,62.0,62.0,62.0,62.0,71.0,71.0,71.0,71.0,71.0,72.0,74.0,74.0,74.0,72.0,62.0,35.0,74.0,66.0,39.0,64.0,32.0,36.0,63.0,65.0,69.0,75.0,65.0,70.0,52.0,36.0,76.0,76.0,81.0,39.0,71.0,71.0,34.0,48.0,44.0,61.0,73.0,74.0,68.0,9.0,14.0,6.0,8.0,7.0,Medium, High
5864,197954,G. Åsen,27,https://cdn.sofifa.org/players/4/19/197954.png,Norway,https://cdn.sofifa.org/flags/36.png,70,https://cdn.sofifa.org/teams/2/light/418.png,1200000.0,1862,Left,1.0,3.0,3.0,No,23.0,"Mar 2, 2015",6.0,71.36,68.0,68.0,68.0,69.0,69.0,69.0,69.0,69.0,70.0,70.0,70.0,70.0,69.0,69.0,69.0,70.0,63.0,63.0,63.0,63.0,63.0,61.0,58.0,58.0,58.0,61.0,70.0,64.0,63.0,72.0,71.0,67.0,65.0,68.0,63.0,68.0,68.0,60.0,71.0,66.0,69.0,71.0,58.0,81.0,68.0,68.0,57.0,63.0,70.0,72.0,64.0,69.0,55.0,43.0,33.0,7.0,12.0,15.0,7.0,13.0,High, Medium
15009,198543,A. Greene,28,https://cdn.sofifa.org/players/4/19/198543.png,Republic of Ireland,https://cdn.sofifa.org/flags/25.png,60,https://cdn.sofifa.org/teams/2/light/306.png,210000.0,1628,Left,1.0,3.0,3.0,No,22.0,"Jul 7, 2018",5.11,73.18,61.0,61.0,61.0,62.0,61.0,61.0,61.0,62.0,60.0,60.0,60.0,61.0,55.0,55.0,55.0,61.0,53.0,49.0,49.0,49.0,53.0,51.0,47.0,47.0,47.0,51.0,52.0,56.0,53.0,55.0,52.0,58.0,57.0,50.0,50.0,57.0,81.0,87.0,80.0,53.0,65.0,63.0,52.0,71.0,71.0,53.0,60.0,32.0,56.0,56.0,58.0,54.0,30.0,36.0,35.0,7.0,11.0,7.0,8.0,16.0,High, Medium
7143,194946,Pacheco,34,https://cdn.sofifa.org/players/4/19/194946.png,Canada,https://cdn.sofifa.org/flags/70.png,68,https://cdn.sofifa.org/teams/2/light/1438.png,425000.0,1787,Right,1.0,3.0,3.0,No,8.0,"Jul 1, 2017",5.11,78.18,63.0,63.0,63.0,65.0,65.0,65.0,65.0,65.0,67.0,67.0,67.0,66.0,69.0,69.0,69.0,66.0,66.0,69.0,69.0,69.0,66.0,65.0,65.0,65.0,65.0,65.0,65.0,58.0,52.0,72.0,50.0,63.0,58.0,62.0,67.0,72.0,55.0,55.0,61.0,69.0,64.0,62.0,55.0,64.0,68.0,66.0,72.0,64.0,58.0,67.0,62.0,70.0,62.0,66.0,59.0,7.0,8.0,7.0,6.0,11.0,Medium, Medium
7755,207897,A. Jung,26,https://cdn.sofifa.org/players/4/19/207897.png,Germany,https://cdn.sofifa.org/flags/21.png,68,https://cdn.sofifa.org/teams/2/light/269.png,725000.0,1857,Left,1.0,3.0,3.0,No,3.0,"Jul 1, 2018",6.1,87.27,63.0,63.0,63.0,64.0,63.0,63.0,63.0,64.0,63.0,63.0,63.0,65.0,64.0,64.0,64.0,65.0,67.0,66.0,66.0,66.0,67.0,67.0,66.0,66.0,66.0,67.0,64.0,52.0,63.0,67.0,60.0,64.0,68.0,68.0,64.0,68.0,72.0,75.0,63.0,58.0,66.0,72.0,74.0,79.0,73.0,65.0,67.0,54.0,48.0,55.0,50.0,63.0,63.0,67.0,66.0,11.0,13.0,7.0,11.0,10.0,High, Medium
2037,152814,Bobô,33,https://cdn.sofifa.org/players/4/19/152814.png,Brazil,https://cdn.sofifa.org/flags/54.png,75,https://cdn.sofifa.org/teams/2/light/113142.png,4200000.0,1797,Right,2.0,3.0,3.0,No,13.0,"Jul 9, 2018",6.1,85.0,75.0,75.0,75.0,72.0,73.0,73.0,73.0,72.0,71.0,71.0,71.0,71.0,65.0,65.0,65.0,71.0,53.0,52.0,52.0,52.0,53.0,50.0,47.0,47.0,47.0,50.0,66.0,78.0,78.0,69.0,74.0,70.0,53.0,43.0,58.0,68.0,67.0,64.0,69.0,75.0,66.0,79.0,76.0,67.0,79.0,68.0,58.0,29.0,75.0,68.0,80.0,78.0,23.0,22.0,19.0,12.0,7.0,9.0,15.0,13.0,High, Low
1502,184271,Y. Sankharé,28,https://cdn.sofifa.org/players/4/19/184271.png,Senegal,https://cdn.sofifa.org/flags/136.png,76,https://cdn.sofifa.org/teams/2/light/59.png,7500000.0,2023,Left,2.0,3.0,3.0,No,13.0,"Jan 30, 2017",6.0,80.0,75.0,75.0,75.0,73.0,74.0,74.0,74.0,73.0,75.0,75.0,75.0,74.0,76.0,76.0,76.0,74.0,74.0,76.0,76.0,76.0,74.0,74.0,75.0,75.0,75.0,74.0,68.0,70.0,77.0,78.0,68.0,75.0,63.0,50.0,73.0,75.0,61.0,67.0,68.0,74.0,55.0,76.0,69.0,83.0,78.0,68.0,82.0,71.0,73.0,73.0,59.0,77.0,69.0,75.0,71.0,14.0,10.0,10.0,12.0,8.0,High, Medium
16052,242300,I. Bolaño,20,https://cdn.sofifa.org/players/4/19/242300.png,Argentina,https://cdn.sofifa.org/flags/52.png,72,https://cdn.sofifa.org/teams/2/light/111715.png,280000.0,1577,Right,1.0,3.0,2.0,No,30.0,"Jul 18, 2018",5.7,76.36,56.0,56.0,56.0,58.0,57.0,57.0,57.0,58.0,56.0,56.0,56.0,59.0,52.0,52.0,52.0,59.0,52.0,47.0,47.0,47.0,52.0,51.0,46.0,46.0,46.0,51.0,60.0,40.0,51.0,54.0,47.0,54.0,60.0,53.0,52.0,53.0,77.0,82.0,75.0,57.0,76.0,57.0,62.0,50.0,51.0,44.0,63.0,34.0,59.0,51.0,59.0,55.0,30.0,33.0,44.0,13.0,7.0,14.0,10.0,5.0,Medium, Medium
4332,224885,Guilherme Sityá,28,https://cdn.sofifa.org/players/4/19/224885.png,Brazil,https://cdn.sofifa.org/flags/54.png,71,https://cdn.sofifa.org/teams/2/light/110745.png,1900000.0,1783,Left,1.0,3.0,3.0,No,12.0,"Jun 17, 2017",5.10,76.36,56.0,56.0,56.0,65.0,61.0,61.0,61.0,65.0,64.0,64.0,64.0,68.0,66.0,66.0,66.0,68.0,72.0,69.0,69.0,69.0,72.0,71.0,68.0,68.0,68.0,71.0,72.0,30.0,52.0,68.0,28.0,68.0,67.0,49.0,66.0,70.0,81.0,79.0,78.0,66.0,76.0,53.0,75.0,78.0,77.0,29.0,60.0,65.0,47.0,68.0,36.0,60.0,67.0,67.0,69.0,9.0,7.0,11.0,8.0,7.0,High, High
10333,219746,D. Torres,25,https://cdn.sofifa.org/players/4/19/219746.png,Chile,https://cdn.sofifa.org/flags/55.png,68,https://cdn.sofifa.org/teams/2/light/111328.png,550000.0,1745,Left,1.0,2.0,3.0,No,6.0,"May 19, 2012",5.9,70.0,58.0,58.0,58.0,61.0,59.0,59.0,59.0,61.0,60.0,60.0,60.0,63.0,62.0,62.0,62.0,63.0,66.0,64.0,64.0,64.0,66.0,66.0,64.0,64.0,64.0,66.0,66.0,47.0,60.0,64.0,59.0,67.0,61.0,44.0,65.0,68.0,69.0,68.0,64.0,52.0,73.0,60.0,78.0,69.0,65.0,52.0,49.0,51.0,36.0,53.0,41.0,52.0,64.0,72.0,70.0,8.0,13.0,15.0,8.0,14.0,Medium, Medium
650,198118,J. Guilavogui,27,https://cdn.sofifa.org/players/4/19/198118.png,France,https://cdn.sofifa.org/flags/18.png,80,https://cdn.sofifa.org/teams/2/light/175.png,12000000.0,1965,Right,2.0,3.0,2.0,No,23.0,"May 17, 2016",6.2,77.27,70.0,70.0,70.0,67.0,70.0,70.0,70.0,67.0,70.0,70.0,70.0,69.0,74.0,74.0,74.0,69.0,76.0,80.0,80.0,80.0,76.0,77.0,82.0,82.0,82.0,77.0,52.0,49.0,85.0,78.0,49.0,67.0,42.0,53.0,75.0,73.0,65.0,72.0,53.0,79.0,50.0,78.0,76.0,77.0,82.0,66.0,81.0,83.0,63.0,65.0,50.0,74.0,80.0,79.0,82.0,14.0,8.0,14.0,10.0,15.0,Medium, High
10288,118359,L. Miller,35,https://cdn.sofifa.org/players/4/19/118359.png,Scotland,https://cdn.sofifa.org/flags/42.png,65,https://cdn.sofifa.org/teams/2/light/621.png,250000.0,1742,Right,1.0,3.0,2.0,No,18.0,"Jan 19, 2018",6.2,77.27,65.0,65.0,65.0,62.0,63.0,63.0,63.0,62.0,63.0,63.0,63.0,62.0,62.0,62.0,62.0,62.0,55.0,56.0,56.0,56.0,55.0,54.0,56.0,56.0,56.0,54.0,58.0,62.0,70.0,63.0,63.0,60.0,55.0,63.0,56.0,63.0,53.0,54.0,55.0,68.0,53.0,68.0,83.0,70.0,83.0,64.0,74.0,35.0,58.0,64.0,71.0,67.0,36.0,44.0,45.0,7.0,6.0,8.0,14.0,16.0,Medium, Medium
16203,241884,D. Sugioka,19,https://cdn.sofifa.org/players/4/19/241884.png,Japan,https://cdn.sofifa.org/flags/163.png,70,https://cdn.sofifa.org/teams/2/light/113161.png,190000.0,1453,Left,1.0,3.0,2.0,No,29.0,"Jan 1, 2017",6.0,75.0,52.0,52.0,52.0,52.0,51.0,51.0,51.0,52.0,49.0,49.0,49.0,53.0,50.0,50.0,50.0,53.0,58.0,55.0,55.0,55.0,58.0,59.0,60.0,60.0,60.0,59.0,55.0,37.0,60.0,46.0,25.0,47.0,23.0,24.0,43.0,60.0,66.0,68.0,50.0,58.0,61.0,47.0,68.0,66.0,69.0,38.0,53.0,47.0,42.0,35.0,37.0,41.0,61.0,60.0,56.0,7.0,15.0,11.0,12.0,6.0,Medium, Medium
9485,244892,S. Diop,18,https://cdn.sofifa.org/players/4/19/244892.png,France,https://cdn.sofifa.org/flags/18.png,87,https://cdn.sofifa.org/teams/2/light/69.png,1500000.0,1602,Right,1.0,3.0,3.0,No,36.0,"Jul 1, 2018",5.5,55.0,60.0,60.0,60.0,66.0,65.0,65.0,65.0,66.0,66.0,66.0,66.0,65.0,61.0,61.0,61.0,65.0,51.0,48.0,48.0,48.0,51.0,48.0,40.0,40.0,40.0,48.0,56.0,56.0,39.0,65.0,53.0,69.0,64.0,47.0,59.0,68.0,76.0,72.0,82.0,59.0,92.0,58.0,53.0,47.0,29.0,62.0,44.0,32.0,61.0,62.0,55.0,64.0,30.0,31.0,28.0,14.0,13.0,8.0,9.0,9.0,Medium, Low
15048,238494,D. Gojko,20,https://cdn.sofifa.org/players/4/19/238494.png,Poland,https://cdn.sofifa.org/flags/37.png,68,https://cdn.sofifa.org/teams/2/light/111086.png,300000.0,1506,Right,1.0,2.0,3.0,No,77.0,"Jul 2, 2016",5.9,55.91,54.0,54.0,54.0,60.0,59.0,59.0,59.0,60.0,60.0,60.0,60.0,60.0,57.0,57.0,57.0,60.0,51.0,48.0,48.0,48.0,51.0,49.0,42.0,42.0,42.0,49.0,52.0,41.0,41.0,56.0,47.0,61.0,55.0,42.0,57.0,63.0,71.0,71.0,72.0,58.0,81.0,51.0,69.0,45.0,33.0,42.0,39.0,41.0,61.0,62.0,50.0,58.0,36.0,29.0,37.0,9.0,5.0,14.0,9.0,6.0,Medium, Medium
2536,178393,A. Cerci,30,https://cdn.sofifa.org/players/4/19/178393.png,Italy,https://cdn.sofifa.org/flags/27.png,74,https://cdn.sofifa.org/teams/2/light/101007.png,5500000.0,1872,Left,2.0,3.0,4.0,Yes,20.0,"Aug 18, 2018",5.11,78.18,73.0,73.0,73.0,76.0,75.0,75.0,75.0,76.0,75.0,75.0,75.0,73.0,68.0,68.0,68.0,73.0,56.0,56.0,56.0,56.0,56.0,53.0,51.0,51.0,51.0,53.0,77.0,68.0,59.0,75.0,71.0,77.0,79.0,74.0,67.0,80.0,77.0,77.0,72.0,65.0,77.0,72.0,66.0,32.0,73.0,77.0,60.0,41.0,71.0,68.0,76.0,73.0,35.0,31.0,24.0,9.0,14.0,7.0,12.0,9.0,Medium, Low
9454,161943,E. Ward,33,https://cdn.sofifa.org/players/4/19/161943.png,England,https://cdn.sofifa.org/flags/14.png,66,https://cdn.sofifa.org/teams/2/light/1937.png,260000.0,1425,Right,1.0,3.0,2.0,No,19.0,"Sep 3, 2018",6.1,83.18,46.0,46.0,46.0,41.0,42.0,42.0,42.0,41.0,42.0,42.0,42.0,42.0,47.0,47.0,47.0,42.0,53.0,58.0,58.0,58.0,53.0,56.0,66.0,66.0,66.0,56.0,35.0,32.0,71.0,53.0,24.0,32.0,26.0,31.0,45.0,49.0,34.0,38.0,55.0,51.0,56.0,50.0,84.0,51.0,79.0,31.0,68.0,62.0,30.0,35.0,57.0,48.0,64.0,65.0,63.0,10.0,14.0,9.0,13.0,8.0,Medium, Medium
7375,230334,Jessé Ferdeira,26,https://cdn.sofifa.org/players/4/19/230334.png,Brazil,https://cdn.sofifa.org/flags/54.png,68,https://cdn.sofifa.org/teams/2/light/112001.png,750000.0,1766,Left,1.0,1.0,2.0,No,13.0,"Jan 1, 2018",5.11,80.0,60.0,60.0,60.0,60.0,59.0,59.0,59.0,60.0,60.0,60.0,60.0,62.0,64.0,64.0,64.0,62.0,68.0,68.0,68.0,68.0,68.0,68.0,69.0,69.0,69.0,68.0,67.0,51.0,64.0,68.0,42.0,54.0,53.0,52.0,70.0,59.0,62.0,68.0,53.0,62.0,64.0,61.0,72.0,69.0,67.0,50.0,71.0,65.0,53.0,56.0,58.0,62.0,66.0,74.0,70.0,8.0,9.0,10.0,7.0,11.0,Medium, Medium
5052,230480,Raphael Paneira,30,https://cdn.sofifa.org/players/4/19/230480.png,Brazil,https://cdn.sofifa.org/flags/54.png,70,https://cdn.sofifa.org/teams/2/light/1629.png,1700000.0,1680,Right,1.0,4.0,4.0,No,17.0,"Jan 1, 2018",6.0,78.18,68.0,68.0,68.0,72.0,71.0,71.0,71.0,72.0,73.0,73.0,73.0,71.0,68.0,68.0,68.0,71.0,57.0,55.0,55.0,55.0,57.0,54.0,48.0,48.0,48.0,54.0,69.0,62.0,64.0,73.0,63.0,77.0,44.0,57.0,64.0,76.0,58.0,56.0,73.0,73.0,58.0,52.0,49.0,53.0,55.0,67.0,44.0,31.0,74.0,70.0,59.0,72.0,17.0,44.0,48.0,11.0,8.0,7.0,9.0,15.0,Medium, Medium
11590,232852,T. Yonemoto,27,https://cdn.sofifa.org/players/4/19/232852.png,Japan,https://cdn.sofifa.org/flags/163.png,64,https://cdn.sofifa.org/teams/2/light/101150.png,475000.0,1763,Right,1.0,3.0,2.0,No,7.0,"Jan 1, 2009",5.10,70.0,61.0,61.0,61.0,63.0,62.0,62.0,62.0,63.0,63.0,63.0,63.0,64.0,65.0,65.0,65.0,64.0,67.0,66.0,66.0,66.0,67.0,66.0,65.0,65.0,65.0,66.0,62.0,54.0,58.0,63.0,46.0,61.0,41.0,52.0,65.0,62.0,67.0,67.0,68.0,66.0,64.0,58.0,59.0,77.0,69.0,60.0,67.0,65.0,58.0,60.0,56.0,60.0,61.0,66.0,63.0,7.0,14.0,9.0,7.0,11.0,Medium, High
249,209989,T. Partey,25,https://cdn.sofifa.org/players/4/19/209989.png,Ghana,https://cdn.sofifa.org/flags/117.png,88,https://cdn.sofifa.org/teams/2/light/240.png,25500000.0,2068,Right,1.0,3.0,3.0,Yes,5.0,"Jul 1, 2015",6.1,77.27,73.0,73.0,73.0,74.0,75.0,75.0,75.0,74.0,77.0,77.0,77.0,76.0,80.0,80.0,80.0,76.0,79.0,82.0,82.0,82.0,79.0,79.0,81.0,81.0,81.0,79.0,58.0,63.0,68.0,85.0,53.0,78.0,62.0,58.0,79.0,81.0,73.0,76.0,72.0,77.0,53.0,79.0,84.0,87.0,81.0,75.0,76.0,79.0,60.0,73.0,46.0,75.0,80.0,83.0,80.0,11.0,13.0,9.0,9.0,7.0,High, High
6107,222337,Jo Sung Jin,27,https://cdn.sofifa.org/players/4/19/222337.png,Korea Republic,https://cdn.sofifa.org/flags/167.png,70,https://cdn.sofifa.org/teams/2/light/983.png,1000000.0,1551,Right,1.0,3.0,2.0,No,5.0,"Jul 1, 2014",6.2,78.18,49.0,49.0,49.0,51.0,50.0,50.0,50.0,51.0,51.0,51.0,51.0,54.0,55.0,55.0,55.0,54.0,64.0,64.0,64.0,64.0,64.0,66.0,69.0,69.0,69.0,66.0,48.0,19.0,70.0,55.0,21.0,50.0,28.0,25.0,50.0,53.0,69.0,69.0,64.0,60.0,54.0,37.0,72.0,73.0,77.0,22.0,65.0,70.0,42.0,54.0,36.0,63.0,67.0,71.0,66.0,14.0,11.0,14.0,16.0,9.0,Low, High
1554,210423,A. Rusnák,23,https://cdn.sofifa.org/players/4/19/210423.png,Slovakia,https://cdn.sofifa.org/flags/43.png,80,https://cdn.sofifa.org/teams/2/light/111065.png,10000000.0,1928,Right,1.0,4.0,3.0,Yes,11.0,"Jan 6, 2017",5.9,73.18,71.0,71.0,71.0,76.0,75.0,75.0,75.0,76.0,77.0,77.0,77.0,76.0,73.0,73.0,73.0,76.0,64.0,63.0,63.0,63.0,64.0,60.0,53.0,53.0,53.0,60.0,73.0,71.0,39.0,77.0,74.0,73.0,73.0,72.0,74.0,77.0,76.0,73.0,85.0,72.0,75.0,79.0,55.0,74.0,53.0,77.0,59.0,38.0,73.0,76.0,69.0,74.0,51.0,49.0,38.0,10.0,7.0,16.0,13.0,7.0,High, Medium
3524,218981,H. Palacios,25,https://cdn.sofifa.org/players/4/19/218981.png,Colombia,https://cdn.sofifa.org/flags/56.png,77,https://cdn.sofifa.org/teams/2/light/101100.png,3400000.0,1813,Right,1.0,2.0,2.0,No,13.0,"Jan 18, 2018",5.9,75.0,58.0,58.0,58.0,63.0,61.0,61.0,61.0,63.0,62.0,62.0,62.0,67.0,65.0,65.0,65.0,67.0,73.0,70.0,70.0,70.0,73.0,73.0,70.0,70.0,70.0,73.0,68.0,27.0,59.0,66.0,63.0,63.0,34.0,34.0,70.0,57.0,88.0,90.0,69.0,71.0,68.0,65.0,53.0,92.0,72.0,25.0,83.0,61.0,53.0,65.0,39.0,60.0,75.0,68.0,69.0,14.0,15.0,16.0,15.0,6.0,High, Medium
11619,195481,J. Proctor,26,https://cdn.sofifa.org/players/4/19/195481.png,England,https://cdn.sofifa.org/flags/14.png,65,https://cdn.sofifa.org/teams/2/light/1797.png,550000.0,1628,Right,1.0,3.0,2.0,No,9.0,"Jul 3, 2017",6.2,78.18,64.0,64.0,64.0,62.0,63.0,63.0,63.0,62.0,62.0,62.0,62.0,62.0,57.0,57.0,57.0,62.0,50.0,49.0,49.0,49.0,50.0,47.0,47.0,47.0,47.0,47.0,52.0,63.0,64.0,57.0,57.0,60.0,53.0,36.0,52.0,62.0,67.0,75.0,65.0,56.0,66.0,62.0,72.0,61.0,79.0,60.0,66.0,43.0,61.0,58.0,58.0,48.0,26.0,22.0,20.0,9.0,8.0,6.0,16.0,16.0,Medium, Medium
